Team,ELO,VARS
1116,1654.0524393902056,8.288800361414506
1234,1705.7156902300153,7.8047029235197565
1120,1785.9644410415772,7.26073216528601
1345,1848.8188001994022,6.022431877462086
1207,1530.0709075285727,5.327380695415812
1250,1418.9316937245035,8.932227688788528
1229,1477.0146665495008,9.704345180156428
1425,1641.9224393254617,9.38044451897783
1242,1795.1210260293797,8.196827931021364
1325,1551.3397175480495,8.165304775314013
1246,1753.0784718522518,8.408803737961748
1449,1619.469597191602,8.38543451692667
1256,1561.795113983336,7.462520388072591
1338,1710.6076248440318,8.665879929276658
1260,1603.2131755314626,7.644541806926045
1233,1479.6052222310072,9.139782323378139
1314,1788.2911718619816,7.424492047622924
1292,1483.1959534295256,8.172636143911248
1323,1604.8448054124972,9.230854052033624
1333,1535.6870804177368,7.390125541249928
1326,1710.344052103626,8.121662971467881
1235,1806.25002396006,6.825304585406816
1328,1720.0061613718365,7.194697217616853
1299,1324.7725447995783,6.925088814975682
1374,1593.3450985326263,8.432849622583923
1330,1402.8995314690858,7.749741185159281
1385,1716.6352775375458,7.73829047767567
1380,1338.8581903518252,8.757270825629886
1396,1534.7786445321146,9.205333497702396
1439,1675.026475958999,7.8831191628178505
1424,1614.0080666186295,10.290432316593108
1361,1703.1581481890785,7.4512936310986255
1104,1756.7624638698608,7.73976623109449
1112,1760.9399234734121,7.982056954476137
1130,1655.9659533868019,8.662278679566478
1403,1759.5588449940906,7.816780573964878
1181,1779.033626022248,7.516817712100164
1337,1458.7341558999778,7.483330736898996
1208,1613.3449457329946,7.176650092132456
1455,1557.2342867515633,8.3353244297376
1210,1600.3589138736784,8.70572221057544
1273,1465.078510616388,9.000894210725182
1228,1786.470543407731,7.067420828360147
1318,1419.3651739908105,8.129538477143196
1268,1675.5949232930157,8.188480003476968
1275,1451.0990198110237,9.789808444497579
1272,1690.5281094226675,8.440823941824215
1335,1466.4173674344495,7.015926704782296
1276,1600.7574381568,8.378181455825098
1192,1371.4172793677776,8.963137266460494
1298,1396.114015102291,7.666717713263252
1261,1634.5410389157844,7.769100073750928
1301,1700.7160375744918,8.244423049340138
1305,1680.8635852434797,7.6916297061907795
1393,1673.7980352429893,8.105813348485613
1177,1502.912385024303,5.399390087071022
1412,1636.8378306145946,10.347240754732262
1277,1723.2636743723542,7.944721903959827
1431,1499.535125345059,8.35194747756674
1409,1494.4127224458157,6.858246096889205
1433,1630.9998404910568,9.273374275705445
1267,1462.2510574093112,8.807812743547684
1437,1714.93262245121,8.789398224467032
1173,1665.9716280072962,6.3372334164147786
1151,1519.4760135297472,9.530005492829194
1155,1718.5098950975027,8.320905929246365
1153,1693.5003839380222,7.027013625160169
1245,1541.6841563001497,8.614604916412302
1201,1503.3181976346575,7.18826659412325
1365,1595.801728443002,8.841020092660738
1231,1697.5284329778044,7.926148258399215
1139,1660.3242802941215,8.1022167060119
1249,1363.0219260567467,7.503460256362319
1222,1849.7602008017348,5.46606195596327
1257,1517.5484442060763,7.674032196911809
1108,1364.020598569303,7.042229953089073
1266,1799.8808511743368,7.3308438415140476
1133,1608.3577174976226,8.068029854156118
1304,1719.9215082880098,7.918621740435849
1145,1415.9275368823892,8.340049150568845
1307,1665.3942830166152,7.478715941100018
1401,1729.5033805819849,8.850018177425259
1350,1616.1972918097053,7.339898117162794
1200,1509.0731981687607,9.103075408334927
1378,1610.1579208622584,8.435195485483295
1448,1694.1132248886947,7.646775183614424
1386,1574.189683302724,8.015990791711776
1281,1573.9709185364454,6.018605739036812
1397,1779.3964802616135,7.835189600952818
1399,1338.176104628438,7.8160789895120635
1417,1664.2603167526288,8.968971817136012
1285,1497.5552471697522,8.909549578716033
1418,1517.5775518124176,9.027857236663674
1196,1729.3517600412977,6.896846687208426
1438,1722.9472510346932,7.918068020336567
1452,1624.3472134615643,7.951162209894373
1106,1254.5922315321325,8.157589143231961
1354,1290.4628905191146,7.751898350548851
1223,1234.8883314483817,5.883332306596234
1165,1578.5223837342928,7.01325993472006
1432,1499.9980144067877,8.209438978788102
1447,1401.587558204424,9.187225746093723
1218,1496.3540835133806,7.689529932479514
1226,1395.8943117410613,8.121102260614135
1288,1278.6851612710796,7.884915748513193
1344,1717.173483195229,7.355372553471958
1411,1354.9212329487805,7.466990378249419
1225,1330.8724098621603,8.820868506685049
1368,1350.4166043054956,8.722555177750111
1391,1472.701692773321,9.307675292054782
1135,1496.5627509404453,9.12499894738447
1306,1431.3574586727127,9.101990440231697
1143,1544.982298142073,8.54400979799732
1388,1704.5416174222175,8.211772207077443
1184,1458.6342315304828,8.338894401648957
1159,1546.6428302539607,7.113580595921071
1171,1382.8392644217363,6.615900541049618
1216,1318.014606529543,6.2579075179936305
1134,1499.9752925297194,7.090886605947396
1296,1428.1944038117517,8.692722123809608
1193,1495.2422397668424,8.289999160420766
1265,1449.2005088456194,9.530001501604525
1416,1665.5092787911476,8.305597097056884
1206,1583.2131970547623,7.986163535094354
1137,1398.1391787999128,10.342924692055096
1149,1303.9804717917764,7.772016262141984
1211,1740.4587609883622,7.030525063643702
1102,1456.157889109296,8.49332589317653
1114,1438.7088046094605,8.500185501309586
1332,1688.258926744178,7.6691105184084325
1243,1728.2254509201923,7.7727988284832445
1317,1618.7595660772824,7.937794666720929
1278,1629.2665882537206,6.877696311675773
1453,1396.2947602899958,9.126228179688129
1286,1480.826190105275,9.092713744788421
1186,1528.0394494905736,7.567696643831299
1144,1391.273523489784,8.364342888159449
1384,1286.4923875999707,6.421407039959657
1248,1351.4065123245964,9.568732772774572
1287,1520.533498454016,7.269940510924119
1339,1472.67879464975,7.973823790194529
1334,1376.4476659147394,6.23778651318471
1375,1484.0788884357933,9.420950768267465
1126,1311.9300650032264,7.924446382768274
1152,1324.7081361596581,9.268933112833269
1423,1544.4688353090296,9.75794855711634
1347,1406.9675250850814,8.783538565342358
1429,1694.0146858228022,6.814558307077177
1428,1624.8344222061564,7.945178199187595
1436,1592.831320929513,6.6413758458108
1172,1544.820090143359,8.43225810826824
1443,1555.284077551918,8.044824084019018
1121,1499.9913789508398,8.154496387595465
1241,1619.6748203921607,6.14238607038154
1440,1300.1625391273496,4.091941615342211
1264,1337.447975091422,7.867182734203282
1458,1734.1183645151877,7.913567257210343
1160,1689.7908305250792,7.333726214286072
1414,1578.3785560931756,7.376237129212542
1387,1531.927484407537,8.042108384438496
1183,1326.941739403253,8.212751944308794
1247,1503.6562198188315,7.5148580948465495
1284,1456.7935507541938,7.698527539366935
1402,1492.7392900853408,9.458436745602521
1178,1311.4663202229951,4.646905449898438
1364,1474.9862299643082,9.923558524830252
1290,1150.9128646991676,4.415547308402613
1376,1706.3011011498681,7.213639631176251
1202,1530.5032591244926,7.4032632114056955
1180,1513.0307032397852,6.897836951155128
1398,1395.7813611796103,7.986963230793514
1258,1493.8008114380311,7.968960072413426
1464,1511.9829934810837,7.966585088878814
1124,1787.1370004868734,7.3151735815724805
1341,1268.3082459073905,8.82309775027971
1254,1288.5394587299788,7.151318950991207
1204,1425.7754950483468,7.640145588955419
1220,1549.4047504025693,7.485448254298818
1405,1576.7879501083073,8.611409814199257
1280,1711.1348622998978,8.092647776390287
1238,1336.853055726721,7.6634384232047426
1308,1456.2870493853136,6.48238544589544
1253,1503.8973528522263,10.631986438516678
1363,1480.618490064443,6.841342370648542
1348,1470.9054013588961,8.607627963030493
1373,1323.9579012983422,6.845870611448527
1379,1462.9569603419254,8.956495056343389
1270,1470.3501538356672,7.785964468631723
1331,1456.1389204196826,7.994476955440068
1444,1412.2286502495017,8.225903843340282
1434,1400.0418529895042,6.655713670809963
1451,1483.9964846696882,9.683296091957578
1442,1442.9525936975951,8.103664971114846
1154,1378.9821461830898,7.974110194249871
1456,1356.31128146824,7.4373528985339465
1227,1443.7963987932467,8.519518042912093
1259,1308.091382815077,8.820653561337261
1406,1518.2660010688285,8.258129663770411
1117,1509.5221581887524,8.524021186543177
1163,1867.179272024462,5.43684119125279
1360,1498.0124260259322,8.057406983512097
1419,1401.89915583344,8.729548327166857
1161,1644.1770066369206,7.567154892746811
1109,1499.9840432274532,5.335082779217129
1309,1281.7655606701642,7.384668661502566
1321,1715.8079342733913,7.65687225045339
1271,1273.96516184832,6.42527441856127
1353,1645.485915233569,8.280597649617237
1351,1463.2293120319932,8.250230800783507
1359,1590.8384475043597,6.091754665886763
1400,1766.71822296269,7.890210758731559
1322,1316.255651438924,7.749376504070085
1187,1511.1732479690845,8.46418583633469
1111,1572.899308334014,7.349374512494916
1150,1574.0599719821926,7.548757270329235
1119,1332.373841916559,10.01252902197961
1141,1466.4971375372324,8.899647867342019
1221,1319.7024680176726,7.906774009922308
1122,1429.6254824899445,7.3040072279198816
1185,1403.4236484600724,8.197754412491399
1199,1631.6478864933274,9.439415011014002
1212,1394.9426297680159,8.757859285856313
1197,1233.7831490529318,6.312533155961785
1140,1715.8945902611276,7.9061395760415625
1162,1404.8189515945048,8.385310873136467
1319,1387.0914868179286,8.511832797717657
1239,1422.5204840655417,7.030323213527341
