Season,WTeamID,LTeamID,WSeed,LSeed,WELO,WVARS,LELO,LVARS,BasePercent,NumTimes,EloPercent,BaseVariance,BaseWeight,SDDiff,SDDiffNorm,BaseWeightNorm,RTTMPrediction,True,Residuals
1985,1116,1234,9,8,1560.3807983771694,14.95589533925303,1560.2351485751483,12.458806948184026,0.5131578947368421,152,0.5002096069020533,0.24982686980609417,608.4213444213444,14.95589533925303,1.825075672272171,1.3014163375609158,0.5055993898532449,1,0.24443196331348369
1985,1120,1345,11,6,1549.1999903217734,15.232508863690704,1559.2597522798092,15.399578668605084,0.3815789473684211,152,0.4855268830976512,0.23597645429362885,644.13206162876,15.232508863690704,1.8450766259159996,1.3193434044321084,0.44218781240114646,1,0.3111544366338186
1985,1120,1242,11,3,1549.1999903217734,15.232508863690704,1583.2908904246617,4.011486977359551,0.37037037037037035,54,0.45109609649558485,0.23319615912208505,231.56470588235294,15.232508863690704,1.8450766259159996,1.11223127805339,0.4207354845959845,1,0.33554737880624885
1985,1207,1250,1,16,1682.5185255067383,3.905646531501695,1448.9285538636636,16.108259010454926,0.9868421052631579,152,0.7932539147398419,0.012984764542936327,2000.0,3.905646531501695,1.026070943179811,2.0,0.9212008096793852,1,0.006209312395184469
1985,1207,1396,1,8,1682.5185255067383,3.905646531501695,1593.236102143652,5.5130629779734415,0.7792207792207793,77,0.6257322099934612,0.17203575645134084,447.5813725490197,3.905646531501695,1.026070943179811,1.2206733797936846,0.7091237239466123,1,0.08460900797068663
1985,1207,1260,1,4,1682.5185255067383,3.905646531501695,1614.463028396367,4.819126685256568,0.7272727272727273,66,0.596706054766904,0.1983471074380165,332.75000000000006,3.905646531501695,1.026070943179811,1.163027108433735,0.6660737011682766,1,0.11150677305145346
1985,1207,1210,1,2,1682.5185255067383,3.905646531501695,1617.2244402218423,5.215184220995894,0.5522388059701493,67,0.5928749150345434,0.2472711071508131,270.95765765765765,3.905646531501695,1.026070943179811,1.1320068562538441,0.5715594860521198,1,0.1835612739919237
1985,1207,1385,1,1,1682.5185255067383,3.905646531501695,1651.793458776027,6.021846967509196,0.5,42,0.5441020180066258,0.25,168.0,3.905646531501695,1.026070943179811,1.0803212851405624,0.5214830830667635,1,0.22897843979128996
1985,1229,1425,9,8,1551.5552825872048,10.599609522304146,1547.1254821198377,16.100536012980772,0.5131578947368421,152,0.5063746499035945,0.24982686980609417,608.4213444213444,10.599609522304146,1.5100879258805642,1.3014163375609158,0.5095145440031532,1,0.2405759825444347
1985,1242,1325,3,14,1583.2908904246617,4.011486977359551,1560.6195889421958,8.295809827592901,0.8552631578947368,152,0.5325803963425957,0.12378808864265928,1227.904895104895,4.011486977359551,1.0337238945513991,1.6124020557755498,0.7292053332718894,1,0.07332975152838848
1985,1246,1449,12,5,1540.1217933915589,14.386028167167185,1572.7961488168037,16.229249473151686,0.34868421052631576,152,0.45311596071428256,0.2271035318559557,669.2982656756242,14.386028167167185,1.783870576045588,1.3319770410018195,0.40847299010141874,1,0.3499042034395562
1985,1246,1424,12,4,1540.1217933915589,14.386028167167185,1610.5538608959223,5.163881140044996,0.3170731707317073,41,0.4000061287390312,0.2165377751338489,189.3434065934066,14.386028167167185,1.783870576045588,1.0910358466834371,0.3685328156106021,1,0.39875080496067394
1985,1256,1338,5,12,1634.0901173339194,7.8242371135787,1543.7696212574565,12.569003298635998,0.6513157894736842,152,0.6271305956796762,0.2271035318559557,669.2982656756242,7.8242371135787,1.30941048249046,1.3319770410018195,0.6393265050565807,1,0.13008536995470069
1985,1256,1326,5,4,1634.0901173339194,7.8242371135787,1564.883797768662,12.463307572980751,0.4268292682926829,82,0.5982992406304176,0.24464604402141585,335.1781155015197,7.8242371135787,1.30941048249046,1.1642460419184335,0.5175955395982885,1,0.2327140634154664
1985,1260,1233,4,13,1614.463028396367,4.819126685256568,1587.0546446355418,4.6259359390530115,0.7894736842105263,152,0.539362214951673,0.16620498614958448,914.5333333333334,4.819126685256568,1.0921214887811173,1.455087014725569,0.6822378180487383,1,0.10097280427842675
1985,1260,1374,4,5,1614.463028396367,4.819126685256568,1559.419063939557,10.139750067605874,0.573170731707317,82,0.5785584616460998,0.24464604402141582,335.17811550151976,4.819126685256568,1.0921214887811173,1.1642460419184335,0.5757784875635049,1,0.17996389161390736
1985,1314,1292,2,15,1617.0468274877328,10.344929489064558,1494.4481130855286,11.051344549013374,0.9276315789473685,152,0.6694580513657362,0.06713123268698057,2000.0,10.344929489064558,1.4916729060467042,2.0,0.817337611982391,1,0.03336554799629556
1985,1314,1323,2,7,1617.0468274877328,10.344929489064558,1559.964168348482,10.939352264942086,0.6896551724137931,87,0.5814172847851847,0.2140309155766944,406.48333333333335,10.344929489064558,1.4916729060467042,1.2000418340026773,0.6296727671532859,1,0.1371422593879044
