,Team,ELO,VARS,Season
0,3104,1626.2556740996497,14.287716356834935,1998
1,3422,1550.4191540807883,15.354210694695958,1998
2,3112,1596.1148768452808,7.851471683756177,1998
3,3365,1587.486949524775,4.805698810525419,1998
4,3163,1665.6848494557566,3.993900563052711,1998
5,3193,1550.560386822586,15.392164877147497,1998
6,3198,1640.4335325255295,4.174185604486071,1998
7,3266,1571.8536284210506,7.053278759823998,1998
8,3203,1564.3229959677828,17.413304340635644,1998
9,3208,1567.2148350659895,18.68753575046678,1998
10,3234,1553.9918059590907,15.256211114796677,1998
11,3269,1552.7951561070392,15.771872815938025,1998
12,3242,1588.435953899103,6.867864033231299,1998
13,3408,1571.403469131527,7.798963151458754,1998
14,3301,1604.1479328798962,6.427302376474483,1998
15,3263,1559.4697702067726,12.958199848754823,1998
16,3304,1576.8941804640144,15.197237010602773,1998
17,3307,1613.6457035243325,6.098554548544678,1998
18,3314,1620.8321925614027,4.084125741033725,1998
19,3224,1558.7307498209202,5.75511196818813,1998
20,3323,1585.1778232606514,13.27000792272106,1998
21,3283,1599.7130286614533,4.455028430945283,1998
22,3330,1652.1777760786426,4.416820507996569,1998
23,3384,1547.286335158996,10.676688682239437,1998
24,3403,1631.3207023610346,5.634628379419457,1998
25,3212,1547.0963527893691,16.6535371979518,1998
26,3417,1574.34483859899,15.02160962200058,1998
27,3276,1548.080127885921,13.601899814740968,1998
28,3438,1561.748158196894,14.446901198215878,1998
29,3374,1578.4954284651042,7.7588852163302295,1998
30,3464,1614.8786096082633,4.03567759878679,1998
31,3272,1598.999042223318,4.892069337152056,1998
32,3116,1569.336157018081,15.967812237972545,1998
33,3218,1602.1256486089433,2.7352724099812074,1998
34,3155,1577.8955944223949,11.623848135217258,1998
35,3274,1556.5962486183248,13.66722167743946,1998
36,3161,1583.712121516759,4.49504991786139,1998
37,3179,1623.393054176435,5.400471150618811,1998
38,3181,1607.6296191354058,7.6619068596074165,1998
39,3292,1518.2674047700393,15.433545347278985,1998
40,3196,1598.8225667338115,14.50029245425701,1998
41,3285,1573.2683908390395,8.102581399230784,1998
