,Team,ELO,VARS,Season
0,1116,1560.3807983771694,14.95589533925303,1985
1,1234,1560.2351485751483,12.458806948184026,1985
2,1120,1549.1999903217734,15.232508863690704,1985
3,1345,1559.2597522798092,15.399578668605084,1985
4,1207,1682.5185255067383,3.905646531501695,1985
5,1250,1448.9285538636636,16.108259010454926,1985
6,1229,1551.5552825872048,10.599609522304146,1985
7,1425,1547.1254821198377,16.100536012980772,1985
8,1242,1583.2908904246615,4.011486977359551,1985
9,1325,1560.6195889421958,8.295809827592901,1985
10,1246,1540.1217933915589,14.386028167167185,1985
11,1449,1572.7961488168037,16.229249473151686,1985
12,1256,1634.0901173339194,7.8242371135787,1985
13,1338,1543.7696212574563,12.569003298635998,1985
14,1260,1614.463028396367,4.819126685256568,1985
15,1233,1587.0546446355418,4.6259359390530115,1985
16,1314,1617.0468274877328,10.344929489064558,1985
17,1292,1494.4481130855286,11.051344549013374,1985
18,1323,1559.964168348482,10.939352264942086,1985
19,1333,1554.132596485553,16.714038705362913,1985
20,1326,1564.8837977686621,12.463307572980753,1985
21,1235,1534.6252630476888,13.669129772331804,1985
22,1328,1625.507318339175,5.144346566018356,1985
23,1299,1527.8953637669392,13.285475829164989,1985
24,1374,1559.419063939557,10.139750067605874,1985
25,1330,1544.161769275027,13.281329970568295,1985
26,1385,1651.793458776027,6.021846967509196,1985
27,1380,1540.6114888075695,15.642551308970102,1985
28,1396,1593.236102143652,5.5130629779734415,1985
29,1439,1551.6433450304944,13.47475408713455,1985
30,1424,1610.5538608959225,5.163881140044996,1985
31,1361,1565.8305188642005,5.704051364341407,1985
32,1104,1576.7350879589717,12.530165609999422,1985
33,1112,1552.441990365139,11.78761439279645,1985
34,1130,1567.4410608322005,15.194242016701688,1985
35,1403,1584.2701671885507,4.586580339606934,1985
36,1181,1604.2036362741069,4.435154627089612,1985
37,1337,1562.3498096318053,8.66877077856695,1985
38,1208,1577.3622733415864,11.97413246383731,1985
39,1455,1537.1259385072315,17.32549203200771,1985
40,1210,1617.2244402218423,5.215184220995894,1985
41,1273,1558.2299867151457,13.11322491727975,1985
42,1228,1602.0025031599616,9.035873715536763,1985
43,1318,1555.3589645803713,11.904406176952772,1985
44,1268,1576.235364738076,11.168227954692533,1985
45,1275,1539.8331849692804,14.048937244502635,1985
46,1272,1632.4476265613666,4.218785759051406,1985
47,1335,1491.7499289157054,15.448980421272541,1985
48,1276,1630.436839775524,4.081243639777453,1985
49,1192,1528.3028281095233,11.827478608615703,1985
50,1298,1600.5462129744487,6.700620848667229,1985
51,1261,1554.0099925982427,13.919455393200966,1985
52,1301,1593.100318225717,13.19835873912924,1985
53,1305,1556.87641733,12.625347991453708,1985
54,1393,1587.0207466607665,12.854133173615661,1985
55,1177,1549.6795443352967,11.261038227560334,1985
56,1412,1572.3989129525432,9.92202193931242,1985
57,1277,1572.5578600038593,18.793933043765037,1985
58,1431,1546.9331847540514,11.596917990552097,1985
59,1409,1563.4604513073907,5.132691871429326,1985
60,1433,1617.9696019748935,4.455877559964611,1985
61,1267,1535.476571889844,14.625330717578032,1985
62,1437,1606.7088366402606,13.653434509023295,1985
63,1173,1537.9774785396498,12.990420157409854,1985
64,1151,1545.4021565992311,11.675083490909614,1985
65,1155,1536.4227718262084,13.472346613171739,1985
66,1153,1500.7827952123182,16.028992363531728,1985
67,1245,1517.0487112128585,13.17601976743067,1985
68,1201,1553.01806464404,11.255801060451121,1985
69,1365,1551.2023699222343,15.575988773159338,1985
70,1231,1534.032376615354,15.07954762341834,1985
71,1139,1530.636618096732,12.308447498515932,1985
72,1249,1567.3709290542054,13.829639848858418,1985
73,1222,1501.5379490736905,13.079641093744542,1985
74,1257,1499.8222043725023,15.074266661474967,1985
75,1108,1557.2059043453762,6.863703301386273,1985
76,1266,1542.6527015320125,13.619938955807363,1985
77,1133,1524.2238839662612,15.48185187151686,1985
78,1304,1508.7589496604787,14.269420632366833,1985
79,1145,1528.9896882302723,15.961133667215472,1985
80,1307,1512.6022316732033,14.936961057661144,1985
81,1401,1551.6081372978474,16.369641424409252,1985
82,1350,1559.9075979855215,13.480215578869025,1985
83,1200,1544.5254712868164,14.300925488296972,1985
84,1378,1522.419217927158,14.525037440061718,1985
85,1448,1529.9612294180351,14.013257420058117,1985
86,1386,1553.8618444684655,13.056467836212825,1985
87,1281,1521.8415737405248,14.949300347534315,1985
88,1397,1525.046296174417,13.919073114825263,1985
89,1399,1524.9025738679043,10.75558649263149,1985
90,1417,1552.8543129102782,14.40716392977298,1985
91,1285,1540.2301540664425,10.112672372719366,1985
92,1418,1515.1637197707132,13.932236855361445,1985
93,1196,1537.062848714323,16.02145843115879,1985
94,1438,1527.1360905088645,13.409876849928654,1985
95,1452,1547.7530085906521,12.09490087396707,1985
96,1106,1473.350188990923,11.805446909363113,1985
97,1354,1468.0506114793166,12.345269557943592,1985
98,1223,1539.4742623808756,10.683452891150287,1985
99,1165,1494.217297219746,15.079596829553601,1985
100,1432,1493.8501935623813,13.629369196650707,1985
101,1447,1437.5651646536896,13.338271822741573,1985
102,1218,1450.8490697493235,13.278356042233412,1985
103,1226,1462.5602812647628,15.432854932181788,1985
104,1288,1377.1261974584836,4.637797703130902,1985
105,1344,1468.77740735295,13.631643884277956,1985
106,1411,1476.6026471371988,12.381481728499974,1985
107,1225,1418.1124949014818,5.517086040359051,1985
108,1368,1529.084521525697,11.922051322048677,1985
109,1391,1462.0661548852554,14.083575255572885,1985
110,1135,1451.905115021481,11.904526339479377,1985
111,1306,1414.545121536216,6.922735825625184,1985
112,1143,1475.9565921177382,14.344488528084948,1985
113,1388,1507.6226191374565,12.841216065920607,1985
114,1184,1503.145715019064,14.105385829627199,1985
115,1159,1376.912018039878,5.689863988487306,1985
116,1171,1397.9155514821778,6.722109084843559,1985
117,1216,1425.2258397427302,4.750781419689524,1985
118,1134,1478.5225289182029,13.719196564454553,1985
119,1296,1464.8681517770294,13.231256033332546,1985
120,1193,1463.4460958706109,15.57672642229636,1985
121,1265,1519.8259837816593,13.85607230503767,1985
122,1416,1450.2349855050102,12.891591930883674,1985
123,1206,1541.7465693747545,14.648956814951429,1985
124,1137,1524.5218891005895,16.434888433782213,1985
125,1149,1481.3391249588053,14.581858131753474,1985
126,1211,1487.8791864828197,11.472097360006229,1985
127,1102,1436.5375965180474,6.049446803906572,1985
128,1114,1531.6170814914906,14.835367452151177,1985
129,1332,1498.4690682004002,14.393110519262299,1985
130,1243,1495.529598490713,12.839586776730343,1985
131,1317,1415.5231509830403,5.249590577449624,1985
132,1278,1497.8116311837903,14.052192101236471,1985
133,1453,1396.301657918715,3.1387000108700853,1985
134,1286,1474.4650227616416,13.195571730255168,1985
135,1186,1453.313534292738,13.476864671675626,1985
136,1144,1393.3242878734918,5.004579707234239,1985
137,1384,1442.7813308134382,13.428076448593748,1985
138,1248,1491.208779720463,13.905610571741176,1985
